,case_number,date,year,type,country,area,location,activity,name,sex,age,injury,fatal_(y/n),time,species,investigator_or_source,pdf,href_formula,href,case_number_1,case_number_2,original_order,unnamed_22,unnamed_23
3770,1963.01.11,1963-01-11,1963,Unprovoked,South africa,KwaZulu-Natal,unknown,Diving,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3771,1963.01.06,1963-01-06,1963,Unprovoked,South africa,KwaZulu-Natal,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,zambesi,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3776,1962.12.30,1962-12-30,1962,Provoked,South africa,KwaZulu-Natal,unknown,Diving,unknown,M,0,unknown,N,Morning,dusky,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3777,1962.12.09,1962-12-09,1962,Unprovoked,Australia,South Australia,unknown,Fishing,unknown,M,0,unknown,Y,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3781,1962.11.11,1962-11-11,1962,Unprovoked,Usa,California,unknown,Fishing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3785,1962.10.25,1962-10-25,1962,Unprovoked,Mexico,Veracruz,unknown,Wading,unknown,M,0,unknown,Y,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3790,1962.09.30,1962-09-30,1962,Unprovoked,British west indies,Grand Turk Island,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,blacktip,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3793,1962.09.02,1962-09-02,1962,Unprovoked,Italy,Tyrrhenian Sea,unknown,Fishing,unknown,M,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3796,1962.08.30.a,1962-08-30,1962,Provoked,Papua new guinea,Northern District,unknown,Fishing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3797,1962.08.29,1962-08-29,1962,Provoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Morning,horn,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3801,1962.08.12,1962-08-12,1962,Unprovoked,Usa,New Jersey,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3807,1962.07.19,1962-07-19,1962,Provoked,Usa,California,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,blue,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3813,1962.06.17,1962-06-17,1962,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3817,1962.06.10.b,1962-06-10,1962,Unprovoked,Papua new guinea,Madang Province,unknown,Bathing,unknown,M,0,unknown,Y,Morning,copper,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3820,1962.06.04,1962-06-04,1962,Provoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,broadnose_sevengill,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3827,1962.04.07,1962-04-07,1962,Unprovoked,South africa,KwaZulu-Natal,unknown,Wading,unknown,M,0,unknown,N,Morning,zambesi,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3831,1962.03.24,1962-03-24,1962,Unprovoked,Papua new guinea,Madang,unknown,Swimming,unknown,M,0,unknown,Y,Afternoon,copper,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3834,1962.02.15,1962-02-15,1962,Unprovoked,Australia,Queensland,unknown,Fishing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3836,1962.02.05,1962-02-05,1962,Unprovoked,South africa,KwaZulu-Natal,unknown,Bathing,unknown,M,0,unknown,Y,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3837,1962.02.04,1962-02-04,1962,Unprovoked,Australia,Queensland,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3840,1962.01.27,1962-01-27,1962,Unprovoked,New zealand,South Island,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3846,1962.01.14.c,1962-01-14,1962,Unprovoked,Usa,California,unknown,Fishing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3848,1962.01.14.a,1962-01-14,1962,Unprovoked,Australia,New South Wales,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,copper,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3850,1962.01.11.b,1962-01-11,1962,Unprovoked,Papua new guinea,"10ºS, 142ºE",unknown,Fishing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3851,1962.01.11.a,1962-01-11,1962,Unprovoked,New zealand,South Island,unknown,Bathing,unknown,F,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3858,1962.01.01,1962-01-01,1962,Unprovoked,Marshall islands,Kwajalein Atoll,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3862,1961.12.28.c,1961-12-28,1961,Unprovoked,Australia,Queensland,unknown,Bathing,unknown,F,0,unknown,Y,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3863,1961.12.28.b,1961-12-28,1961,Unprovoked,Australia,Queensland,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3864,1961.12.28.a,1961-12-28,1961,Unprovoked,South africa,KwaZulu-Natal,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,zambesi,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3865,1961.12.27,1961-12-27,1961,Provoked,Australia,Western Australia,unknown,Fishing,unknown,M,0,unknown,N,Morning,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3868,1961.12.18.a,1961-12-18,1961,Unprovoked,Australia,Queensland,unknown,Surfing,unknown,M,0,unknown,Y,Dawn,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3869,1961.12.13,1961-12-13,1961,Unprovoked,Australia,Torres Strait,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3876,1961.09.24.b,1961-09-24,1961,Unprovoked,Croatia,Primorje-Gorski Kotar County ,unknown,Swimming,unknown,M,0,unknown,Y,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3878,1961.09.23,1961-09-23,1961,Unprovoked,Mid atlantic ocean,165  miles from Bermuda,unknown,Bathing,unknown,M,0,unknown,N,Dawn,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3879,1961.09.07,1961-09-07,1961,Unprovoked,Persian gulf,25 km off the coast of Iran & 483km from mouth of Persian Gulf,unknown,Diving,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3882,1961.08.20,1961-08-20,1961,Unprovoked,Usa,California,unknown,Swimming,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3883,1961.08.16,1961-08-16,1961,Unprovoked,Usa,South Carolina,unknown,Wading,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3885,1961.08.02,1961-08-02,1961,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3887,1961.07.29,1961-07-29,1961,Provoked,Usa,New York,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3897,1961.05.21,1961-05-21,1961,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3899,1961.05.15,1961-05-15,1961,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Morning,hammerhead,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3902,1961.04.25,1961-04-25,1961,Provoked,Australia,New South Wales,unknown,Fishing,unknown,M,0,unknown,N,Morning,wobbegong,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3903,1961.04.21,1961-04-21,1961,Unprovoked,Mozambique,Gaza,unknown,Swimming,unknown,M,0,unknown,N,Morning,zambesi,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3907,1961.04.14,1961-04-14,1961,Unprovoked,Australia,New South Wales,unknown,Bathing,unknown,M,0,unknown,N,Night,gummy,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3908,1961.04.09,1961-04-09,1961,Unprovoked,Mozambique,Gaza,unknown,Swimming,unknown,M,0,unknown,Y,Morning,zambesi,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3913,1961.03.18,1961-03-18,1961,Unprovoked,Australia,Victoria,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3915,1961.03.12,1961-03-12,1961,Unprovoked,Australia,South Australia,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3916,1961.03.09,1961-03-09,1961,Unprovoked,North pacific ocean,Wake Island (EnenKio),unknown,Diving,unknown,M,0,unknown,N,Afternoon,grey_reef,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3920,1961.02.17.a,1961-02-17,1961,Unprovoked,Australia,Victoria,unknown,Bathing,unknown,F,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3922,1961.02.12,1961-02-12,1961,Unprovoked,South africa,Western Cape Province,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3923,1961.02.01.b,1961-02-01,1961,Unprovoked,South africa,Eastern Cape Province,unknown,Swimming,unknown,M,0,unknown,Y,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3927,1961.01.22,1961-01-22,1961,Unprovoked,South africa,KwaZulu-Natal,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3928,1961.01.15,1961-01-15,1961,Provoked,Australia,New South Wales,unknown,Bathing,unknown,M,0,unknown,N,Morning,wobbegong,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3929,1961.01.06.c,1961-01-06,1961,Unprovoked,South africa,KwaZulu-Natal,unknown,Bathing,unknown,M,0,unknown,N,Night,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3932,1961.01.05,1961-01-05,1961,Unprovoked,Mozambique,Limpopo River,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,zambesi,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3943,1960.12.24,1960-12-24,1960,Unprovoked,South africa,KwaZulu-Natal,unknown,Swimming,unknown,M,0,unknown,Y,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3944,1960.12.20,1960-12-20,1960,Unprovoked,Australia,Queensland,unknown,Fishing,unknown,M,0,unknown,N,Morning,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3946,1960.11.27,1960-11-27,1960,Unprovoked,Australia,Queensland,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3974,1960.08.10,1960-08-10,1960,Provoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Night,lemon,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3980,1960.07.03,1960-07-03,1960,Provoked,Usa,Virginia,unknown,Fishing,unknown,M,0,unknown,N,Morning,sand,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3982,1960.06.29,1960-06-29,1960,Provoked,Usa,South Carolina,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3985,1960.06.24,1960-06-24,1960,Unprovoked,Usa,Florida,unknown,Diving,unknown,M,0,unknown,N,Morning,mako,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3990,1960.05.24,1960-05-24,1960,Unprovoked,Bermuda,Paget,unknown,Diving,unknown,M,0,unknown,N,Afternoon,dusky,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3991,1960.05.19,1960-05-19,1960,Unprovoked,Usa,California,unknown,Swimming,unknown,F,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3994,1960.04.30,1960-04-30,1960,Unprovoked,South africa,KwaZulu-Natal,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3995,1960.04.24,1960-04-24,1960,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3999,1960.04.12,1960-04-12,1960,Unprovoked,Australia,New South Wales,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4002,1960.04.03.a,1960-04-03,1960,Unprovoked,Australia,New South Wales,unknown,Bathing,unknown,M,0,unknown,N,Morning,copper,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4007,1960.03.31,1960-03-31,1960,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4009,1960.02.29,1960-02-29,1960,Unprovoked,Australia,Tasmania,unknown,Wading,unknown,M,0,unknown,N,Night,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4020,1960.01.16,1960-01-16,1960,Unprovoked,Australia,New South Wales,unknown,Diving,unknown,M,0,unknown,Y,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4021,1960.01.13,1960-01-13,1960,Provoked,Australia,Western Australia,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,wobbegong,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4041,1959.12.03,1959-12-03,1959,Provoked,New zealand,North Island,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,mako,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4043,1959.11.29,1959-11-29,1959,Unprovoked,Australia,Victoria,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4044,1959.11.28,1959-11-28,1959,Unprovoked,Australia,Queensland,unknown,Bathing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4045,1959.11.22,1959-11-22,1959,Unprovoked,Australia,Queensland,unknown,Bathing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4049,1959.11.10,1959-11-10,1959,Unprovoked,Usa,California,unknown,Swimming,unknown,M,0,unknown,N,Morning,blue,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4054,1959.10.04,1959-10-04,1959,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4059,1959.09.26.b,1959-09-26,1959,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,hammerhead,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4075,1959.08.11,1959-08-11,1959,Unprovoked,Japan,Wakayama Prefecture,unknown,Swimming,unknown,M,0,unknown,Y,Afternoon,blue,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4080,1959.07.28,1959-07-28,1959,Unprovoked,Usa,California,unknown,Fishing,unknown,M,0,unknown,N,Night,hammerhead,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4091,1959.06.14.a,1959-06-14,1959,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,Y,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4095,1959.05.07,1959-05-07,1959,Unprovoked,Usa,California,unknown,Bathing,unknown,M,0,unknown,Y,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4096,1959.05.03,1959-05-03,1959,Unprovoked,Usa,Florida,unknown,Fishing,unknown,M,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4110,1959.02.01,1959-02-01,1959,Unprovoked,South africa,KwaZulu-Natal,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4111,1959.01.31,1959-01-31,1959,Unprovoked,Australia,Western Australia,unknown,Bathing,unknown,M,0,unknown,N,Night,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4114,1959.01.17.b,1959-01-17,1959,Unprovoked,Australia,Tasmania,unknown,Bathing,unknown,M,0,unknown,Y,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4115,1959.01.17.a,1959-01-17,1959,Unprovoked,Australia,Queensland,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4116,1959.01.15,1959-01-15,1959,Unprovoked,South africa,Western Cape Province,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4130,1958.12.13,1958-12-13,1958,Unprovoked,Usa,Hawaii,unknown,Surfing,unknown,M,0,unknown,Y,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4131,1958.12.12,1958-12-12,1958,Unprovoked,American samoa,Tutuila Island,unknown,Bathing,unknown,M,0,unknown,Y,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4132,1958.11.23,1958-11-23,1958,Unprovoked,Australia,Queensland,unknown,Swimming,unknown,M,0,unknown,Y,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4141,1958.09.06,1958-09-06,1958,Unprovoked,Bahamas,Cat Cay,unknown,Fishing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4144,1958.08.01,1958-08-01,1958,Unprovoked,Croatia,Primorje-Gorski Kotar County,unknown,Swimming,unknown,F,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4146,1958.07.27.b,1958-07-27,1958,Unprovoked,Usa,Florida,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4147,1958.07.27.a,1958-07-27,1958,Unprovoked,Usa,Florida,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4150,1958.07.04.b,1958-07-04,1958,Unprovoked,Pacific ocean,Between Hawaii & Wake Island,unknown,Bathing,unknown,M,0,unknown,Y,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4151,1958.07.04.a,1958-07-04,1958,Unprovoked,Pacific ocean,Between Hawaii & Wake Island,unknown,Bathing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4152,1958.07.02,1958-07-02,1958,Provoked,Usa,Florida,unknown,Diving,unknown,M,0,unknown,N,Afternoon,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4156,1958.06.26,1958-06-26,1958,Provoked,Usa,Florida,unknown,Wading,unknown,M,0,unknown,N,Afternoon,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4157,1958.06.24,1958-06-24,1958,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4162,1958.04.19,1958-04-19,1958,Unprovoked,Taiwan,Taipei Hsien,unknown,Diving,unknown,M,0,unknown,N,Afternoon,mako,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4163,1958.04.05,1958-04-05,1958,Unprovoked,South africa,KwaZulu-Natal,unknown,Bathing,unknown,F,0,unknown,Y,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
4164,1958.04.03,1958-04-03,1958,Unprovoked,South africa,KwaZulu-Natal,unknown,Swimming,unknown,M,0,unknown,Y,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
